|||||||||||||||||||||||||||||||||||||||||||||||||||
Arhoolie Label Classics (Series)|Between|Alan Clare|Baby Dodds||Rodney Franklin|Jef Gilson|Clive Harvey||Jazzmobile Allstars|Charlie Quintet Kohlhase|Amy Lee|Mandala|||Oscar Peterson||Rh Factor|Ron Sanfilippo||||Harald Weiss|||||Ane Ramlose|Christian McBride|Diane Delin|||Great Girl Singers|||Jeff Quartet Johnston||Loose Tubes|Mazurek/Alexander|||Phil Klein [Jazz]||Rob Mounsey|Smithsonian Jazz Masterworks (Series)|Thomas Hass||||||
Marcos Ariel|Andy Bey|Clarion Fracture Zone|||Franklin; Clover Project|Ginger & Fred|Harvin/Palmer||Jazzoo|Koinonia|Bill Lee|The Mandala Octet|||Ricky Peterson||Arthur Trio Rhames|Sangoma Everett|Billy Throburn|||Michael Weiss|||||Angela Bofill|Christian Persuasion|Diane Linscott|||Great Guitars|||Jeff Quartet Stitely||Lord Buckley|M'boom|||Phil Markowitz||Rob Mullins Band|Smoke 'N Function |Thomas Morris||||||
Arista All Star|Anthony Bez|The Clark Sisters|Johnny Dodds||Michael Franks|Ken Gioffre|Michael Hashmim||Jazztet|Koivistoinen|Brenda Lee|Howard Mandel|||||Bill Rhodes|Santa Claus Blues|Dave Thrush|||Aaron Weistrop|||||Angela Deniro|Christiane Noll|Diane Schuur|||Great Jazz Bands|||Jeff Richman||Loren Schoenberg|MC Solaar|||Phil Miller/In Cahoots ||Rob Parton's JAZZTECH Big Band|Smoochin'...(Series)|Thomas Stabenow||||||
Arista Heritage (Series)|Jay Bezz|Buddy Clark|Dottie Dodgion||Rebecca Coupe Franks|Ted Trio Gioia|Hasidic New Wave||Jazzvisions|Hiroko Kokubu|Chris Lee|Johnny Mandel|||Petersons||Rick Rhodes|Mongo Santamaria|Thursday Diva|||Jerry Weldon|||||Angela Hagenbach|Christina Zurbrügg Quartett|Diane Witherspoon|||Great Jazz Trio|||Jeff Robinson||Lorenz Hart|McConnell/Bickert/Swainson|||Phil Minton||Rob Reddy's Honor System|Snooky Young|Thomas Stevens||||||
Arkadia Jazz|Vishwa Mohan Bhatt|Gary Clark|Tommy Dodson||Rich Franks|Gioia/Lewis|Fuzzy Haskins||Jazzy Christmas|||Mandingo|||Vahag Petian||Melvin Rhyne|Santana|Jo Thönes|||Weldon/Bill|||||Angela Mccluskey & Tryptich|Christine Cooney|Dianne Reeves|||Great Jewish Music (Tzadik Tribute Series)|||Jeff Sherman Trio||Lorenzini Trio|McCorkle, Susannah |||Phil Napoleon||Rob Ryndak|Snowboy|Thomas Talbert||||||
Arletty|Bhavani|John Clark|Bill Doggett||Frantic Flattops|Vince Nighthawks Giordano|Elias Haslanger||Jean‑Paul Bourelly|Ronnie Kole|Dave Lee|Mandinka & Fulani Music Of The|||George Petit||Melvin Quartet Rhyne|Adalberto Santiago|Steve Tibbetts|||Lawrence Welk|||||Angelo Debarre|Christlieb/Watts/Woodard|Dick Berk|||Great Ladies Of Jazz|||Jeff Steinberg||Lorenzo Dominguez|McCoy Tyner|||Phil New Orleans All-Sta Mason||Rob Schneiderman|So-Called Jazz Sextet|Thomas, Leon ||||||
Tim Armacost|Vinny Bianchi|Mike Clark|The Doky Brothers||Franz Jackson/Original Jass...|Giovanni|Jimmy Haslip||Jeanie Lambe; Danny Moss|Hans Koller|Jack Lee|Joe & Mat Maneri|||Petite Blonde||Melvin Quintet Rhyne|Santoro Quartet|Trebor Tichenor||||||||Angelo Dipippp|Christmas On The Bandstand|Dick Cary|||Great Musicals|||Jeff Stitely Quartet||Lorez Alexandria|McCracken/Riney|||Phil Nimmons||Rob Stoneback Big Band|Social Science Set|Thomas/Bartz||||||
|Ed Bickert|Roy Clark|Chris Minh Doky||Carlos Franzetti|George Girard|Thomas Hass||Jeanne|Kombo|Joseph Lee|Matt Maneri|Nalini, Diane ||Michel Petrucciani||Melvin Trio Rhyne|Alejandro Santos|Ticklah|||Dicky Wells|||||Anglaspel Jazz Group|Christmas With The Big Bands|Dick Charlesworth & His City Gents|||Great Records Of The Decade (Series)|||Jeff Taylor||Lorne Lofsky|McFerrin, Bobby|||Phil Sheeran||Rob Wasserman|Soesja Citroen|Thomas/Humphrey||||||
Armik|Bill Bickford|Sonny Clark|Niels Lan Doky||Fraser MacPherson Quintet|Girl Crazy (Related Recordings)|Mark Hasselbach||Jeff Babko|Kompani|Julia Lee|Maneri/Morris/Maneri|Natal, Nanette ||Pettersson/Wickman||Rhythm & Bluefield Band|John Santos|Marx Rootschilt Tillermann|||Dick Wellstood|||||Angrum/Lewis|Christoph Spendel|Dick Conte|||Greco, Buddy |||Jeff Trio Haas||Lorraine Rousseau and Robert Carlton |McGriff/Holmes/Parker|||Phil Silvers||Robben Ford|Softwinds|Thomas/Paul/Martyn||||||
Armin Von Der Heydt|Bix Biederbeck|Stanley Clark|Klaus Doldinger||Hugh Fraser|Girl Talk|Hasselgard/Goodman||Jeff Coffin|Yusef Komunyakaa|Keiko Lee|Mangalam|Nordine, Ken ||Oscar Pettiford||Rhythm & Brass|Sonia Santos|Martha Tilton|||Alex Welsh & His Band|||||Animals|Christoph Stiefel|Dick Ebbenhorst|||Green Street Jazz Ensemble |||Jeff Tyzik||Lorrie Morgan|McKinfolk|||Phil Tentet Norman||Robbie Gordon|Sojiro|Thomas/Robair||||||
Louis Armstrong|Big Apple Trio|Boland Clarke|Dollar Brand||Dean Fraser|Gisbert Quintet|Count Red Hastings||Jeff Colella Trio|Bobby Konders|Mike Lee|Chuck Mangione|Norman, Bobbie ||Stephanie Pettis||Rhythm Logic|Sapphron Obois|Tim Hagans/Marcus Printup|||Sandy Weltman|||||Anita Carmichael|Christophe Chambet|Dick Griffin|||Green/Farmer|||Jeff Watts||Los Angeles Jazz Quartet|McKinley, Cassandre |||Phil Upchurch||Robbie Krieger|Sojourn|Thompson/Beckett||||||
Desi Arnaz|Big Bad Voodoo Daddy|Buddy Clarke|Dwayne Dolphin|||Greg Gisbert|Monica Hatch||Jeff Hamilton|Toshinori Kondo|Peggy Lee|Gap Mangione|||Jack Pezanelli||Rhythmakers|Sara K.|Tim Laughlin|||Danny Welton|||||Anita Gravine|Christopher Carl and Brian Lane Green|Dick Haymes|||Greetje Kauffeld|||Jefferson Thomas||Los Angeles Pierce College Sym|McKinley/Vitous|||Phil Walker||Robby Bright|Sokolov, Lisa |Thompson/Robinson||||||
Arnold Duprey & The Windjammer|Big Band All‑Stars|Kenny Clarke|Dolphins||Fred Hall & His Sugar Babes|Egberto Gismonti|Hatchard/Flowers||Jeff Huddleston & Blue Bossa|Konferenz|Ranee Lee|Jose Mangua|||Rik Pfenninger||Marc Ribot|Michel Sardaby||||Scott Wendholt|||||Anita O'Day|Christy Baron|Dick Hyman|||Greg Abate|||Jefferson, Eddie ||Los Del Mar|McKinney's Cotton Pickers|||Phil Wilson||Robert B. Sherman|Solal/Lockwood|Thor Madsen||||||
Bruce Arnold|Big Band Bash|Seleno Clarke|||Fred Ho||Ken Hatfield||Jeff Massanari|Wojciech Konikiewicz|Willie Lee|Manhattan Jazz Quintet|||Pferd||Tony Rice|Michel Quintet Sardaby|Timeline|||Scott Quintet Wendholt|||||Ann Charters|Christy Doran|Dick Johnson|||Greg Adams|||Jeffrey Roden||Los Hombres Calientes|Mclean/Haydon Jazz Quartet|||Phil Woods||Robert Chicago Undergr Mazurek|Solal/Thielemans|Thore Ehrling||||||
Eddy Arnold|Big Band Christmas|Stanley Clarke|||Jacob Fred Jazz Odyssey|Jimmy Giuffre|Lalah Hathaway||Jeff Stitely Quartet|Lee Konitz|Gene Lees|Manhattan Projects|||Pfister Sisters||Buddy Rich (Tribute)|Gray Sargent|Tim Timmermans|||Joja Wendt|||||Ann Crumb|Christy, June |Dick Jurgens|||Greg Bandy|||Jeffries, Herb||Los Munequitos de Matanzas|McLean/Jenkins|||Phil Aaron Trio||Robert Condon|Solar System|Thornhill/Gray||||||
Harry Arnold|Big Band De Lausanne|Steve Clarke|Lorenzo Dominguez||Fred Kaplan Trio|Give 'Em Enough Dope (Series)|Greg Hatza||Mark Jefferis|Miki Kono|Lees/Kellaway|Manhattan Transfer|||Phalanx||Buddy Rich|Michael Sarin|Bobby Timmons|||Peter Weniger|||||Ann Dyer|Chroma|Dick Jurgens Orchestra, The |||Greg Boardman|||Jelly Roll Morton||Los Van Van|McNeil/Berger|||Philadelphia||Robert Conti|Solar Wind |Thorsten & Band Zwingenberger||||||
Kenneth Arnstrom|Big Band Era (Series)|Clarke/Duke|||Fred Wesley & the Horny Horns|Don Glanden|Knut Haugsoen||Carter Jefferson|Koono|Legato|Manhatten School Of Music|||Phantom Band||Freddie Rich|Sasajima/Henderson|Tin Hat Trio|||Peter Quartet Weniger|||||Ann Hampton Callaway|Chu Berry|Dick Katz|||Greg Cohen|||Jellyroll ||Lost Continentals|McRae, Carmen |||Philadelphia Experiment, The ||Robert Crawford|Solsonics|Thousand Pieces||||||
John Arpin|Big Band In Hi Fi (Series)|Clarke/Wilkins|Natty Dominique||Freddie Redd Trio|Philip Glass|Have Yourself A Jazzy Little C||Eddie Jefferson|Steve Korn|Legendary Big Band Vocalists|T.A.S. Mani|||The Phantom Of The Opera (Related Recordings)||Richard Dedeaux & The Hemsley‑Foster Project|Leon Trio Sash|Tina Marsh and the Bob Rodriguez Trio|||Leif Wennerstrom|||||Ann Malcolm|Chubby Jackson|Dick McDonough|||Greg Fishman|||Jenjii |||McShee, Jacqui|||Philadelphia Heritage Art Ensemble||Robert Crumb|Some Other Time|Three Baritone Saxophone Band||||||
|Big Band Players|Classic Jazz Funk (Series)|Fats Domino||Frederic Rzewski|Patrick Gleeson|Alan Haven||Jefferson Thomas|Alexis Korner|Legendary Standards|Barry Manilow|||Pharaohs||Richard Hindman Trio|Satchmo Legacy Band|Scott Tinkler||||||||Ann Morrison|Chucho Valdes|Dick Meldonian|||Greg Gales|||Jenks/Grinstead||Lost Grooves|MD2|||Philharmonie||Robert Dick|Somers Dream Orchestra|Three Bean Salad||||||
Paul Arslanian|Big Band Sound (Sony Discos/Orfeon Series)|The Classic Jazz Quartet|Arne Domnerus||Frederick "Thabiti" Trice|Glen Gray & the Casa Loma Orchestra|Bob Havens||Al Jenkins|Kathy Kosins|Adrian Legg|Mann Brothers|||Pharoah Sanders||Richard Walton Group|Satin Doll||||Kenny Werner|||||Ann Richards|Chuck & The Jazz Surge Owen|Dick Morgan|||Greg Gisbert|||Jenna Mammina||Loston Harris|Meade Lux Lewis|||Philip & Malombo Tabane||Robert Een||Three Days Of The Condor||||||
Art Ensemble Of Chicago|Big Band Vocal Bemol 9|Classic Rags & Novelties|Domnerus/Gustafsson||Free Flight|Glenn Miller Orchestra|Hampton Hawes||Clay Jenkins|Teddy Kotick|Carmen Leggio|Herbie Mann|New Morty Show, The ||Phil Aaron Trio||Ann Richards|Satin Sax|Tiny Hill & His Orchestra|||Werner/Rosengren|||||Ann Ruckert|Chuck Berry|Dick Morrissey|||Greg Hatza|||Jennifer Holliday||Lotz Of Music |Meadowlarks|||Philip Bailey||Robert Fripp|Something Blue |Three Hundred Sixty Degree Mus||||||
Art Of Jazz Saxophone (Series)|Big Band Years (Series)|Classic Railroad Songs (Rounder Series)|Domnerus/Sjokvist||Free Flow|Glenn Miller Story|Hawk‑Richard Jazz Orchestra||Gordon Jenkins|Michael Kott|Michel Legrand|Shelly Mann|New Trocadero Dance Orchestra, The ||The Phil Collins Big Band||Emil Richards|Joe Satriani|Tiorah|||Paul Wertico|||||Anna Karenina|Chuck Carbo|Dick Oatts|||Greg Howard Band|||Jennifer Shelton||Lou & Elise Stein|Mean Mothers|||Philip Catherine||Robert Habermann|Son Bacheche|Three Of A Kind||||||
Art Of The Ballad (Series)|Big Bands|Classiksk On Toys|Don Ellis||Free Radicals|Glenn Spearman Double Trio|Coleman Hawkins||John Jenkins|Leo Kottke|Patrick Leguidcoq|Mann/Hand|Nightcaps, The ||Philadelphia||Red Richards|Bruce Saunders|Julie Tippets||||||||Anna Maria Alberghetti|Chuck E. Weiss|Dick Powell|||Greg Kinney|||Jens Winther||Lou Bennett|Mean Red Spiders|||Philip Chaffin||Robert Hicks Band |Sonando|Three Peppers||||||
Art Of...(Series)|Big Bands (Drive Archive Series)|Valentin Clastrier|Don Fagerquist Octet||Free Rein|Dann Glenn|Hawkins/Webster||Leroy Jenkins|Tony Koussa Jr.|Lehel & Schindler|Shelly Manne|Nobody's Bizness ||Philadelphia Heritage Art Ensemble||Trevor Richards||Keith Tippett|||Fred Wesley|||||Anna-Lena Laurin|Chuck Florence|Dick Quartet Hafer|||Greg Mathieson|||Jenson, Kennedy ||Lou Colombo|Meantime|||Philip Chapman||Robert Hohner Percussion Ensemble|Songs That Got Us Through WWII (Series)|Thurman Green||||||
Art Tatum (Tribute)|Big Bands: Greatest Hits (Series)|Claude Black & Company|Don Friedman Trio||Free Spirits|Global Brazilians|Clancy Hayes||Lillette Jenkins|Boris Kovac|Avi Quintet/Hampton Leibo|Manolin‑El Medico De La Salsa|||Philharmonie||Richards/Kelly|Carl Saunders|Keith & Julie Tippett|||Frank Wess|||||Annapolis Brass Quintet|Chuck Folds|Dick Schory|||Greg Osby|||Jeremy Cohen||Lou Donaldson|Medeski Martin & Wood|||Philip Degruy||Robert Hurst|Songs That Won The War (Series)|Thursday Diva||||||
Artesians|Big Black||Don Houge Quintet||Free Trade|Global Illage|JoAnn Hayes||Jenks/Grinstead|Steve Kowalczyk||Wingy Manone|||Philip Catherine||Richards/Kenton|Eddie Sauter|Tippett/Sheppard|||Frank Orchestra Wess|||||Anne Haigis|Chuck Greenberg|Dick Siegel|||Greg Piccolo|||Jeremy Davenport||Lou Levy||||Philip Glass||Robert Irving III|Sonia Santos|Thurston Moore||||||
Arthur H|Big Joe Duskin|Claude Gordon & Orchestra|Don Miller Orchestra||Freedom Or Not|Steve Glotzer|Louis Hayes||Jack Jenney|Peter Kowald|Urs Leimgruber|Manone/Bradley|||Philippe Vieux Quartet||Jerome Richardson|Sauter‑Finegan Orchestra|Julie Tippetts|||Bugge Wesseltoft|||||Anne Phillips|Chuck Hedges|Dick Sudhalter|||Greg Ribot's Cumbia Del Norte|||Jeremy Hepner||Lou Montelione|Medlyn, Helen & Dodd, Penny |||Philip Gordon||Robert Lepley|Sonic Abandon|Tibor Szemzo||||||
Artie Shaw|Big Joe Turner|Claude Thornhill|Don Redman & His Orchestra||Freeflight Big Band|Go Harlem|Tubby Hayes||Bill Jennings|Dave Koz|Leimgruber/Hauser||||Barre Philips||Rex Richardson|Bryan Savage|Wayman Tisdale|||West End Avenue 4|||||Anne Pringle & Mark Burnell|Chuck Israels|Dick Titterington|||Greg Skaff|||Jeremy Steig||Lou Pardini|Medoosa|||Philip Miller||Robert Michaels|Sonny and Perley|Ticklah||||||
|Big Joe Williams|Ali Claudi|Pappa Don Vappie||Nnenna Freelon|Go Jazz All‑Stars|Hayes/Coe||Jean Francois Jenny‑Clark|Koz; Reeves; Elliot; Elias; Klugh|Ben Leinbach|Bevan Manson|||Phillip Wilson Project|||Ernie Savage|Titi Winterstein Quintett|||West End Instrumental Ensemble|||||Annette Hanshaw|Chuck Loeb|Dick Wardell|||Greg Stafford|||Jeremy Wall||Lou Rawls|Medwyn Goodall|||Philip Wilson||Robert Miller Group|Sonny Berman|Tierney Sutton||||||
Artisans Workshop|Big Kahuna & the Copa Cat Pack|Claus Ogerman Orchestra|||Russ Freeman (Country)|God Rest Ye Merry Jazzmen|Hayes/Shaw Quintet||Ingrid Jensen|Andreas F. Kracke|Peter Leitch|Ahmad Mansour|||Anne Phillips||Jeff Richman|Matthew Savage|Dick Titterington|||West Illinois University Jazz|||||Annette Lowman|Chuck Mangione|Dick Wellstood|||Greg Vail|||Jeri Brown||Louie Bellson|Meg Bowles|||Philippe Lejeune||Robert Moore|Sonny Boy Williamson (John Lee Williamson)|Tilitz, Jerry ||||||
Aschera|Big Lazy|Thomas Clausen|John Donaldson||Russ Freeman (Jazz)|Michel Godard|Dick Haymes||Jill Jensen|Krakatau|Leitch/Hicks|Mansour/Gewelt/Froman|||Anthony Phillips||Dannie Richmond|Tom Saviano|Cal Tjader|||West Jesmond Rhythm Kings|||||Annie Ross|Chuck Rainey|Dick Whittington Trio|||Gregg Bacon|||Jeri Southern||Louie Shelton|Megadrums|||Philippe Saisse||Robert Muller|Sonny Clark|Till Bronner||||||
Dorothy Ashby|Big Mama's Kitchen|Clave Y Guaguanco|Lou Donaldson||Chico Freeman|Mikael Godee|Graham Haynes||John Jensen|Irene Kral|John Leitham|Manteca|Nat Franklin Quartet ||Barre Phillips||Kim Richmond|Jan Savitt|James Tobin|||West Side Story (Related Recordings)|||||Annie Ross with Mike Kanan and the Doug White Quartet|Chuck Redd|Dick/Brennan/Patumi|||Gregg Bendian|||Jerome Barde||Louis Alter|Megan West|||Philippe Vieux Quartet||Robert Nighthawk|Sonny Clark Memorial Quartet|Tim Amann Quartet ||||||
Harold Ashby|Big Mamas|James Clay|Donaldson/Contos||George Freeman|Joseph Goebbels|Phil Haynes||Jeremy Hepner|Roy Kral|Dirceu Leitte||Nate and the Companions ||Esther Phillips||Mike Richmond|Jarmo Savolainen|Todd Coolman Trio|||Edison West|||||Annie Whitehead|Chuck Wayne|Dickerson/Sirone/Cyrille|||Gregg Gelb Swing Band |||Jerome Dawson||Louis Armstrong|Mehdi|||Phillip Johnston||Robert Normann|Sonny Criss|Tim Armacost||||||
Fran Asher|Big Nervous Chill|Clayton Brothers|Joao Donato||Von Freeman|George Goetschel|Roy Haynes||Jerome Kern (Tribute)|Diana Krall|Philippe Lejeune|Ray Mantilla|New Cool Collective ||Flip Phillips||Dirk Richter|Savoy Jazzmen Eindhoven|Todd Sickafoose Group||||||||Anomalous Quintet |Chuck Zeuren|Dicky Wells|||Gregg Karukas|||Jerome Harris Quintet||Louis Armstrong & Ella Fitzgerald|Mehegan/Costa|||Phillip Manuel||Robert Philip Orlando|Sonny Criss Orchestra|Tim Band Whitehead||||||
Dwight Ashley|Big Noise (Series)|Clayton Hamilton Jazz Orchestra|Michel Donato||Freeman/Blythe|Grant Gogi|Haynes/Ervin||Jerome Richardson Sextet|Wayne Krantz|Granmoun Lele||New Legends . ||Pam Drews Phillips||Rick Hollander|Savoy Story|Richard Todd|||Megan West|||||Anouar Brahem|Cigar Aficionado (Series)|Didier Group Lockwood|||Gregor Hubner|||Jerome Kern||Louis Cottrell Trio|Mehmet Ergin|||Phillip Strange||Robert Quartet Mazurek|Sonny Dunham|Tim Berne||||||
Shane Ashley|Big Rhythm Band|Jay Clayton|Dorothy Donegan||Freeman/Ingham|Victor Goines|Haynes/Newborn/Chambers||Courtney, Mooney, Anthony Jerome|Bernie Krause|Tom Lellis|Karen Mantler|New Melbourne Jazz Band ||Simon Phillips||Nelson Riddle|Sax Appeal|Masahiko Togashi|||Paula West|||||Ansel Matthews|Cigar Classics (Series)|Didier Lockwood|||Gregory Alper|||||Louis Gallaud|Mel Brown|||Phillip Wilson||Robert Quintet Mazurek|Sonny Fortune|Tim Brady||||||
The Asian American Jazz Trio|Big Sandy & His Fly‑Rite Boys|John Clayton|Armen Donelian||Freeman; Chaquico; Klugh; Scott|Gold Coast|Kevin Hays||Jerry Jerome|Briggan Krauss|Lem Winchester Sextet|Frank Jazz Mantooth|New Orleans Nightcrawlers ||Sonny Phillips||Tommy Ridgley|Emily Saxe|Paul Togawa|||Sonny West|||||Anselmo & His Orchestr Sacasas|Cincinnati Pops|Didier Malherbe|||Gregory Hutchinson|||Jerome Richardson||Louis Hayes|Mel Graves|||Phillip Wilson Project||Robert Rockwell|Sonny Greenwich|Tim Cunningham||||||
Fred Asidon|Big Sky Mudflaps|Clayton/Tate|Doop Troup||Freeplay|Russ Gold|Charles Hayward||Jerry Fielding|Lenny Kravitz|Linda Lemay||New York HardBop Quintet ||Stacy Phillips||Larry Ridley|Saxemble|Dave & His Backbone Tohir|||Mike Westbrook|||||Anson Wright|Cindy Blackman|Dieter Ilg|||Gregory James|||Jerome Richardson Sextet||Louis Hoover|Mel Lewis|||Phillips/Hamilton||Robert Rutman|Sonny Morris|Tim Eyermann||||||
Svend Asmussen|Big Time Operator|Clementine|Celeste Dorage||Freestyle Fellowship|Ben Goldberg|Lance Hayward||Jerry Gray & His Orchestra|Cornelius Claudio Kreusch|Peter Lemer|Phillip Manuel|Nick Rossi Set, The ||Phillips/Hamilton||Riel/Bergonzi|Saxes Galore|Hideaki Tokunago|||Western Illinois University Ja|||||Anthology Of Scat Singing (Series)|Cindy Horstman|Dieter Koehnlein|||Gregory Tardy|||Jerome Van Rossum||Louis Jelly Roll Kings Lince|Mel Lewis & Thad Jones|||Philly Joe Jones||Robert Stewart|Sonny Phillips|Tim Hagans||||||
Peter Asplund|Big Time Sarah & The BTS Express|Alex Clements|Christy Doran||Freeway Philharmonic|Kenny Goldberg|David Hazeltine|||Michael Kreutz|Jack Lemmon||Nigel Thomas Quintet ||Phish||Michael Riessler|Quintessence Saxophone Quintet||||Western Michigan University Jazz Orchestra|||||Anthony|Cinematic Orchestra|Dietmar Diesner|||Gregory Tardy|||Jerry Bergonzi||Louis Jordan|Mel Lewis Jazz Orchestra|||Phineas Newborn||Robert Swift|Sonny Red|Tim Hagans/Marcus Printup||||||
Badi Assad|Barney Bigard|Vassar Clements|Doran/Studer/Burri/Magnenat||Freezone (Series)|Stu Goldberg|Tom Hazelton||Jestofunk||Brian Lemon||Noel Freidline Quartet ||Pia||Riff Mania 1|Saxophony‑Honkers & Shouters|Jan Tolf||||||||Anthony Bez|Circle|Diferenz|||Gremoli|||Jerry Embree||Louis Prima & His New Orleans Gang|Mel Lewis Sextet|||Phish||Robert Trowers|Sonny Rollins|Tim Laughlin||||||
Assassin|Arlo Bigazzi|Clarence Clemons|||George French|Whoopi Goldberg|Headhunters||Jet Set Six|Robbie Krieger|Neil Lemon|Manusardi/Bergonzi/Santoro/Lew|Non Sequitur ||Edith Piaf||Joshua Rifkin|Saxton/Holevar|Charles Tolliver|||J. D. Westmoreland|||||Anthony Braxton|Circle Trio|Different Shade Of Latin N.y.|||Gresty/White|||Jerry Fielding||Louis Quintet Sclavis|Mel Powell|||Phoebe Snow||Robert Van|Sonny Sharrock|Tim Lyddon||||||
Itamar Assumpcao|Rayse Biggs|Rev. James Cleveland|Kenny Dorham||French/Kirby|Golden Age Of Swing|Headless Household|||Brian Krinek|Lemzo Diamono|Marano & Monteiro|||Piano Connection||Right Touch|Cynthia Sayer|Tolvan Big Band|||Grant Calvin Weston|||||Anthony Coleman|Ciro Hurtado|Digby & New Georgi Fairweather|||Grey/Mcduff|||Jerry Fuller||Louis Quintet Smith|Mel Torme|||Phyllis Battle||Robert Walter|Sonny Simmons|Tim Maia||||||
Fred Astaire|Victor Biglione|Clifford Adams|Dorothy Donegan Trio||Paolo Fresu|Golden Arm Trio|The Red Heads||Jewel|Krisanthi|Battista Lena|Nancy Marano|||Piano Deco (Series)||Ben Riley|Sayles' Silver Leaf Ragtimers|Tom "Bones" Malone Jazz Septet|||Paul Weston|||||Anthony Cox|Cirrus|Digital Cutup Lounge|||Greyboy|||Jerry Garcia||Louis Scalvis|Melancon, Gloria |||Phyllis Hyman||Robert Wyatt|Sonny Stitt|Tim O'Dell||||||
Astral Project|Masha Bijlsma|Clifford Hayes|Bob Dorough||Frevo|Golden Eagle Jazz Band|Emotional Healing||Jewells|Kristin Korb|Werner Lener Trio|Marc Ashmann & The Cool World|||Piano Greats||Terry Riley|Emanuel Sayles|Tom Brown & His New Orleans Ja|||Randy Weston|||||Anthony Davis|Citrus Swing Orchestra (CSO) |Digital Sampler|||Greyboy Allstars|||Jerry Gonzalez||Louis Sclavis|Melba Liston|||Phyllis Taylor Sparks||Robert/Moroni|Sonny West|Tim Ray||||||
Prashant Aswani|Acker Bilk||||Fred Fried||Hearing Voices||The Jim Basnight Thing|Krivda/Dobbins|Tina Lenert|Julian Marc|||Piano Jazz (Radio Series)||Sammy Rimington|Vivian Quinn Sayles|Tom Chaffee & The Satunalia||||||||Anthony Jackson|Civica Jazz Band & Ensemble|Digital Themes|||Griffin, Tammy |||Jerry Goodman||Louis Sclavis/Dominique...|Meldonian/Igoe|||Phyllis Taylor Sparks||Roberta Piket|Soprano Summit|Tim Sparks||||||
Asylum Street Spankers|Bill Barrett Quartet|Clifford Jordan & His Magic Triangle|Dorsey Brothers||Erik Friedlander|Don Goldie|Heath Brothers||Jim Beebe's Chicago Jazz|Krivda/Wall|Lenni‑Kalle Taipale Trio|Adrian Marcator|||Piano Meets Vibes||Rimington/Bissonnette|Stefan Scaggiari|Tom Dick & Harry|||George Wettling|||||Anthony Lacen|Ciyo|Dim Kesber|||Griffin/Taylor|||Jerry Granelli||Louis Smith|Melilo/Baker|||Pia||Robertinho Silva|Soren Lee Quartet|Tim Story||||||
Stacy Sullivan||Clifford Jordan|Jimmy Dorsey||David Friedman (Percussionist)|Larry Goldings|Dave Heath||Jim Cullum Jazz Band|Karin Krog|Guenter Lenz Springtime|Francois Marcaurelle|||Piano Seven||Susan Rinaldi|Arthur Scales|Tom Kubis|||Red Whale|||||Anthony Michael Peterson|Cl. W. Bottomland Orche Jacobi|Dimitri Gurevitch Quintette |||Grillo, Jerry |||Jerry Gray & His Orchestra||Louis Trio Stewart|Melissa Kassel Quintet|||Piano Connection||Roberto Gatto|Sortie|Tim Timmermans||||||
Randall Atcheson|Bill Dixon|Nels Cline Trio|Tommy Dorsey||Janice Jazz Quartet Friedman|Goldstein/Lubambo|Jimmy Heath||Jim Knapp|Kronos Quartet|Harlan Leonard|Andrea Marcelli|||Piano Singer's Blues||Sam Riney|Ricardo Scales|Tom Kubis Big Band|||Katharine Whalen|||||Anthony Ortega|Clair Marlo|Dinah Washington|||Grismore/Scea Group|||Jerry Grey||Louis Van & Friends Dyke|Melissa Walker|||Piano Deco (Series)||Roberto Inglez|Sos All-Stars|Tim Warfield Quintet||||||
Atharwan|Bill Elliott Swing Orchestra|Alex Cline|Dotsero||Michael Friedman|Vinny Golia|Percy Heath||Jim Snidero|Uwe Kropinski Trio|Bruno Leone|Dennis Marcellino|||Piano Stylings|||Louis Scalvis|Tom Peron/Bud Spangler Quartet|||What We Live|||||Anthony Phillips|Clairdee|Dino Betti Van Der Noot|||Groove & The Gang|||Jerry Grillo||Louise|Melton Mustafa Orchestra|||Piano Greats||Roberto Ottaviano|Sosa/Santos|Tim Weisberg||||||
Chet Atkins||Nels Cline|Double Image||Friedman/Thompson|Golia/Leandre/Filiano|||Jim Widner Big Band|Anton Krukowski|Jay Leonhart|Dave March|||Piano Wizards||Rippingtons|Scarlett|Tom Scott & The L.A. Express|||Tim Wheater|||||Anthony Quartet Kerr|Clairdee & Moriarty Trio|Dino Pacifici|||Groove Collective|||Jerry Hahn||Louise Baranger Jazz Band|Melvin Miller|||Piano Jazz (Radio Series)||Roberto Perera|Soul 2 Soul|Tim Wheater||||||
Lisa Atkinson|Bill Holland & Friends|Larry Clinton & His Orchestra|The Double Six Of Paris||Friend 'N Fellow|Golia/Turetzky|Heavy Metal Horns||Jim and Marianne and Sandi Molinaro|Gene Krup|Michael Leonhart|Marcos Silva & Intersection|||Astor Piazzolla||Ritz|Gilson Schachnik|Tom Strohman & Steve Rudolph|||Ian Wheeler|||||Anthony Rapp|Claire and Rusty Cloud|Dino Saluzzi||||||Jerry Jerome||Louise Grasmere|Melvin Quartet Rhyne|||Piano Meets Vibes||Roberts Bros.|Soul After Six |Tim Whitehead||||||
