Antichrisis|Blood|Controlled Bleeding|Dinosaurs||||Higuchi, Munetaka|||||Metal Meltdown|||Plant, Robert|||Sepultura|Treat||||||
Antietam|Blood Duster|Converge|Dio|||Gryning, Mork|Hopkins, Nicky|||||Metalheadz||||||Seven Thousand Dying Rats|Trend||||||
Antrobus & The Flying Hat Band|Blood Feast|Cop Shoot Cop|Dirty Deeds|||Gilbert, Paul|Hendryx, Nona|||||Metalium|||Pink Fairies, The|||Sevenchurch|Trigger Happy||||||
Anus The Menace|Bloodbath|Core|Dirty Looks|||Glover, Roger|Henry, Pierre|||||Metallica|||Petty, Tom|||Sevendust|Trillion||||||
Anvil|Bloodlet|Corporal Punishment|Discharge|||Grapow, Roland|Hagar, Sammy|||||Metallica (Tribute)||||||Seventh Omen|Tristania||||||
Apocalypse Now (Related Recordings)|Bloodrock|Corporation|Disfear|||Green, Soylent|Howe, Steve|||||Metalmeister||||||Sex Gang Children|Triumph||||||
Apocalyptica|Bloodthron|Corporation 187|Disgrace|||Gibbons Band, Steve|Hamm, Stuart|||||Metanoia||||||Sfa|Trixter||||||
Apophis|Bloody Stools|Corpus Delicti|Dismal Euphony|||Gali, Sven|Houston, Thelma|||||Method Man||||||Shai Hulud|Trooper||||||
Apparatus|Blow|Corrosion Of Conformity|Dismember|||Godfathers, The|Helter Skelter|||||Methods Of Mayhem||||||Sheavy|Trouble||||||
April Wine|Blowhole|Cosmic Haze|Disorder|||Guess Who, The|Hoffman, Wolf|||||Michael W. Monroe||||||Shed Seven|Trust/Obey||||||
Arcade|Blowtorch|Course Of Empire|Disrupt||||hed P.E. |||||Microdisney||||||Sheela|Tsar||||||
Arcane|Blue Cheer|Covenant|Dissection||||Hundred Years|||||Midget||||||Sheer Terror|Tsatthoggua||||||
Arch Enemy|Blue Mink|Crack Up|Disturbed|||||||||Midnight||||||Sheriff Alarcon|Tubes/Squier/Idol/Poison||||||
Arckanum|Blue Murder|Cracker|Ditch Croaker|||||||||Midvinter||||||Shield|Tucky Buzzard||||||
Arcturus|Blue Oyster Cult|Cradle Of Filth|Divided Multitude|||||||||Migraines||||||Shihad|Tuff||||||
Arena|Bluttat|Crashdogs|Divine Eve|||||||||Milk Cult||||||Shiva Ram|Turbonegro||||||
Argentum|Body Count|Crawl|Divine Regale|||||||||Millennium Party (Series)||||||Shooting Star|Turmoil||||||
Armaggedon|Bogeymen|Crawler|Divine Sin|||||||||Mind over 4||||||Shortino|Twenty Dead Flower Children||||||
Armistice|Boiler|Crazy Horse|Divinyls|||||||||Mindfeed||||||Shotgun Marriage|Twenty-Five Ta Life||||||
Armored Saint|Boiling Point|Crazy Town|Doctor Butcher|||||||||Mindless Self Indulgence||||||Shotgun Messiah|Twenty-Four-7 Spyz||||||
Arsedestroyer|Bolt Thrower|Crazyhead|Dodge Main|||||||||Mindrot||||||Shove/Torpedo|Twisted Sister||||||
Artension|Bombshell Rocks|Cream|Dog Eat Dog|||||||||Mindwar||||||Shuvel|Two (Featuring Rob Halford)||||||
Artillery|Bon Jordi|Cream (Tribute)|Dogma|||||||||Ministry||||||Shy|Two Black 2 Strong Mmg||||||
Arzachel|Bon Jovi|Creed|Dokken|||||||||Ministry (Tribute)||||||Sick Of It All|Two Witches||||||
Ashes|Bon Jovi (Interviews)|Creemime|Domine|||||||||Miozän||||||Sick Things|Tabor, Ty||||||
Ashes You Leave|Bon Jovi (Tribute)|Creepmime|Dominus|||||||||Miracle Workers||||||Siebenbuergen|Tygers of Pan Tang||||||
Asia|Bonewire|Crematory|Donnas|||||||||Misanthrope||||||Sielwolf|Tyketto||||||
Asphyx|Bonfire|Crimson Glory|Doom|||||||||Misfits||||||Sighs|Type O Negative||||||
Assassin|Bonfire Madigan|Crisis|Dope|||||||||Misfits (Tribute)||||||Sign|||||||
Assfort|Bongzilla|Crisis Of Faith|Double-Ought Spool|||||||||Missing Infinity||||||Signs Ov Chaos|||||||
Astaroth|Bonham|Cronos|Doughboys|||||||||Mithotyn||||||Silent Field|||||||
At The Gates|Bonzo Dog Band|Crowbar (90's)|Doughnuts|||||||||Moaning Wind||||||Silent Majority|||||||
At War|Boogey Man|Crown|Down|||||||||Mob Rules||||||Silverbullit|||||||
Atanatos|Borknagar|Crown Of The Thornz|Down By Law|||||||||Mogg/Way||||||Silverchair|||||||
Atello|Born For Bliss|Crown of Thorns|Down By Law Vs. Gigantor|||||||||Moist Fist||||||Silverhead|||||||
Atheist|Born To Be Wild (Series)|Crucified|Downset|||Giants Causeway|Heaven's Cry|||||Molest||||||Simple Aggression|||||||
Ativin|Boston|Crux|Dr. Death|||Grave Digger|Human Clay|||Killer Dwarfs|Legs Diamond|McGuire, Molly|Napalm Death||Psÿcho Drama||Revolutionary Dub Warriors|Sinergy|||||||
Atlantic Label (Series)|Botch|Cryptopsy|Dr. Hook|||Green Day|Hybrid Children|||||Monastery|||||Rocking Dildos|Sinister|||||||
Atlantic's Hit Singles (Series)|Bowel|Crystal Ball|Drain S.T.H.|||||||||Monks||||||Sinkhole|||||||
Atomic 61|Box Of Frogs|Crystal Eyes|Drained|||||||||Monster Magnet||||||Sinner|||||||
Atrax Morgue|Brad|Cubanate|Dreadful Shadows|||||||||Monster Voodoo Machine|Not Available|Only Attitude Counts|Pigs, & Spacemen Apes|||Sinners & Saints|Thick As Thieves||||||
Atrocity|Brain Surgeons|Cycle Sluts From Hell|Dream Theater|||||||||Montrose||||||Sinoath|||||||
Auberon|Braindance|Cooper, D.C.|Dreamhunter|||||||||Moonspell||||||Sir Lord Baltimore|||||||
Aurora|Brand X|Coverdale, David|Dregs|||||||||Moonstruck||||||Sirvix|||||||
Autograph|Breach|Chastain, David T.|Drill|||||||||Morbid||||||Six Feet Under|Tribe After Tribe||||||
Autopsy|Breed|Chaotic Dischord|Drop Acid|||||||||Morgana Le Fay||||||Six Feet Under (Ska)|||||||
Autumnblaze|Brightside|Clarke, Gilby|Drown|||||||Kingdom Come||Morgion||Ok Corral||||Skeletal Earth|Tower City||||||
Avail|Brise-Glace|Cage, Harlan|Dust|||||||||Morgoth||||||Skeletones|||||||
Avalon|British Lions|Crossroad Jam|Dying Breed/Co-Factor/Cipher|||||||||Morpheus Descends||||||Skid Row|||||||
Avantasia|Broken Bones|Crow, Jim|Dying Fetus|||||||||Morpheus Sister|||||||||||||
Avatar|Broken Hope|Cowboy Killers|Danzig, Glenn|||||||||Morrissey||||||Skinlab|||||||
Avatar (Metal)|Broken Teeth|Crawley, J. Winston |Dreamers, The|||||||||Morta Skuld||||||Skrew|||||||
Aversion|Brother Cane|Cyrka, Jan|Driller Killer|||||||||Mortician||||||Skullflower|||||||
Axe|Brownsville Station|Cantrell, Jerry|Dare, Justine|||||||||Mortification||||||Skyclad|||||||
Axxis|Brujeria|Christ, Joe|Dark Magnus|||||||||Mortiis||||||Skylark|||||||
Ayreon|Brutal Aggression|Chroming Rose|Der Zorn Gottes|||||||||Mortus||||||Skypark|||||||
Azmodan|Brutal Juice|Connelly, John Theory |Dimension Zero|||||||||Mother Love Bone||||||Slade|||||||
Amboy Dukes, The|Brutal Truth|Caputo, Keith||||||||||Mother's Army||||||Slapdash|||||||
Ablaze My Sorrow|Brutality|Coyne, Kevin||||||||||Motley Crue||||||Slapshot|||||||
Appice, Carmine|Buckcherry|Collapsed Lung||||||||||Motley Crue (Tribute)||||||Slash|||||||
Aldrich, Doug|Buckethead|Carcassi, M.||||||||||Motorhead||||||Slaughter|||||||
Anderson, Ian|Budgie|Channel Zero||||||||||Motorpsycho||||||Slav Simanic|||||||
Ampil, Joanna|Bug||Derringer, Rick|||||||||Mott||||||Slavemaster|||||||
Aaron, Lee|Bugzy|||||||||||Mott the Hoople||||||Slayer|||||||
Axe, Lillian |Bullet Lavolta||Daltrey, Roger|||||||||Mountain||||||Sleeez Beez|||||||
Anderson, Lynn|Bulletboys|||||||||||Mountain Stream||||||Sleep|||||||
Ann-Margret|Burning Ambition: A History Of Punk (Series)|Criss, Peter||||||||||Mourning Widows||||||Slipknot|||||||
A Nightmare On Elm Street (Related Recordings)|Burning Witch|California, Randy||||||||||Move on||||||Sloppy Seconds|||||||
|Burnt Offering|Cooder, Ry|Deadlights, The|||Gaye Bykers|Handsome Beasts|In Battle|Johansson Brothers|Killer Bee||Moxy|Nightsky Bequest|||||Smack|||||||
|Burst||Domine, Veni|||||Iron Butterfly||||Mr Big||||||Snake River Conspiracy|||||||
|Burzum|Clash, The|Drive, Warp|||||It Bites||||Mr. Bones||||||Snuff|||||||
Apostles, The|Bush|Cult, The|Demartini, Warren|||||||||Mr. Bungle||Old Man's Child||||Soak|||||||
Atomic Bitchwax, The|Business|Carey, Tony||||||||||Msg|||Potatoe Men|||Social Distortion|||||||
|Bwf|||||||||||Mud|||Praying Mantis|||Society 1|||||||
|Bypass Unit|||||||||||Mudvayne|||Precious Metal|||Society Burning|||||||
Ash, Wishbone|Boardman, Chris|||||||||||Mullmuzzler|||Pretty Maids|||Sodom|||||||
|Burt, David|||||||||||Multiple Cat||||||Soil|||||||
|Blood Divine|||||||||||Mumbleskinny||||||Soilent Green|||||||
|Black Funeral|||||||||||Mundane||||||Soilwork|||||||
|Breeding Fear|||||||||||Murder 1||||||Solarized|||||||
|Baltimoore III|||||||||||Murder City Devils||||||Solitude Aeturnus|||||||
|Bernocchi, Eraldo|||||||||||Murder Inc.||||||Solstice|||||||
|Burdon, Eric|||||||||||Murmur U.k.||||||Sonata Arctica|||||||
|Brutal Obscenity|||||||||||Murphy's Law||||||Song Retains The Name (Led Zeppelin Tribute Series)|||||||
|Bellas, George|||||||||||Must Be Mental||||||Sonic Obliteration (Series)|||||||
|Baker, Ginger|||||||||||My Own Victim||||||Sonic Violence|||||||
|Bonnet, Graham|||||||||||My Sister's Machine||||||Sons Of Abraham|||||||
|Brighton Rock|||||||||||Mysticum||||||Soul Asylum|||||||
||||||||||||Mythos||||||Soul Reaper|||||||
||||||||||||Mythra||||||Soulfly|This Burning Effigy||||||
||||||||||||Neal Morse||||||Soulquake System|Tokyo Blade||||||
|Becker, Jason|||||||||||||||||Sound Tribe Sector 9|||||||
|Beck, Jeff|||||||||||Manzanera, Phil||||||Soundgarden|||||||
||||||||||||Mogg, Phil||||||Soundtrack For A Century (Series)|||||||
|Bongiovi, John|||||||||||||||||Southern Death Cult|||||||
|Butcher, Jon|||||||||||||||||Space Streakings|||||||
||||||||||||||||||Spade Ghetto Destruction|||||||
|Borden, Lizzy|||||||||||||||||Sparkmarker|||||||
||||||||||||Mcauley, Robin||||||Sparks|||||||
|Bolan & T Rex, Marc|||||||||||Morgan, Scott||||||Specimen|||||||
|Boals, Mark|||||||||||||||||Speedball|||||||
||||||||||||Marriott, Steve||||||Spider|||||||
|Benatar, Pat|||||||||||Morse, Steve||||||Spinal Tap|||||||
|Brown, Peter|||||||||||Morose, Tad||||||Spinegrinder|||||||
|Bach, Sebastian |||||||||||Mark Of Cain, The||||||Spineshank|||||||
||||||||||||Millenium Collection (Series), The||||||Spiral Architect|||||||
||||||||||||MacAlpine, Tony||||||Spirit Caravan|||||||
||||||||||||Martin, Tony||||||Splatterheads|||||||
||||||||||||McPhee, Tony T.S.||||||Spoken|||||||
|Bush, Stan|||||||||||Moore, Vinnie||||||Spongehead|||||||
|Balsamo, Steve|||||||||||Malmsteen, Yngwie||||||Spooky Tooth|||||||
|Bikel, Theodore |||||||||||Manifest Destiny||||||Spread the Disease|||||||
||||||||||||Marilyn´s Vitamins||||||Spudmonsters|||||||
|Bogert, Tim|||||||||||Marner||||||Squirrel Bait|||||||
||||||||||||MDC||||||Stabbing Westward|||||||
|Bolin, Tommy|||||||||||Meanstreet||||||Stack Waddy|||||||
||||||||||||Mental Disorder||||||Staind|||||||
||||||||||||||||||Star Profile (Interview Series)|||||||
||||||||||||||||||Starflight (Series)|||||||
||||||||||||||||||Starlets|||||||
||||||||||||||||||Static-X|||||||
||||||||||||||||||Status Quo|||||||
||||||||||||||||||Steel Pole Bathtub|||||||
||||||||||||||||||Steel Prophet|||||||
||||||||||||||||||Steeler|||||||
||||||||||||||||||Steelheart|||||||
||||||||||||||||||Steelhouse Lane|||||||
||||||||||||||||||Steppenwolf|||||||
||||||||||||||||||Steve Stevens|||||||
||||||||||||||||||Stevie Salas|||||||
||||||||||||||||||Stiff Little Fingers|||||||
||||||||||||||||||Stigmata|||||||
||||||||||||||||||Stillborn|||||||
||||||||||||||||||Stink|||||||
||||||||||||||||||Stone|||||||
||||||||||||||||||Stone Temple Pilots|||||||
||||||||||||||||||Stormtroopers of Death (S.O.D.)|||||||
||||||||||||||||||Stormwitch|||||||
||||||||||||||||||Strain|||||||
||||||||||||||||||Strapping Young Lad|||||||
||||||||||||||||||Stratovarius|||||||
||||||||||||||||||Strayer|||||||
||||||||||||||||||Strife|||||||
||||||||||||||||||Strip Jointz (Series)|||||||
||||||||||||||||||Strongheart|||||||
||||||||||||||||||Stryper|||||||
||||||||||||||||||Smith, Stuart|||||||
||||||||||||||||||Stuck Mojo|||||||
||||||||||||||||||Stud Rock (Series)|||||||
||||||||||||||||||Stygian|||||||
||||||||||||||||||Styx|||||||
||||||||||||||||||Sub-Species|||||||
||||||||||||||||||Substance D|||||||
||||||||||||||||||Subzero|||||||
||||||||||||||||||Suchas|||||||
||||||||||||||||||Suffer|||||||
||||||||||||||||||Suffocation|||||||
||||||||||||||||||Sugar Ray|||||||
||||||||||||||||||Suicidal Tendencies|||||||
||||||||||||||||||Summoning|||||||
||||||||||||||||||Sundown||U.K. Subs|Vice Squad|White Spirit|||
||||||||||||||||||Sunset Yellow|||Virgin Steel||||
||||||||||||||||||Sup|||||||
||||||||||||||||||Supahead|||||||
||||||||||||||||||Superconductor|||||||
||||||||||||||||||Superior|||||||
||||||||||||||||||Surveillance|||||||
||||||||||||||||||Survivor|||||||
||||||||||||||||||Swamp Terrorists|||||||
||||||||||||||||||Swartalf|||||||
||||||||||||||||||Sweaty Nipples|||||||
||||||||||||||||||Sweet|||||||
||||||||||||||||||Sweet Savage|||||||
||||||||||||||||||Sweet Water|||||||
||||||||||||||||||Switchblade Symphony|||||||
||||||||||||||||||Sword|||||||
||||||||||||||||||Swordmaster|||||||
||||||||||||||||||Symphony X|||||||
||||||||||||||||||Symposium|||||||
||||||||||||||||||Synergy|||||||
||||||||||||||||||Syrinx|||||||
||||||||||||||||||System of a Down|||||||
||||||||||||||||||Seekers, The|||||||
||||||||||||||||||Sheila Divine, The|||||||
||||||||||||||||||Spiders From Mars, The|||||||
||||||||||||||||||Streets, The|||||||
||||||||||||||||||Tm Stevens|||||||
||||||||||||||||||Tura Satana|||||||
|||||||||||||||||||||||||
||||||||||||||||||Stephenson, Van|||||||
